anime_id,top 10 cosine similarities
10165,"[(26213, 1.0000000000000002), (17739, 1.0000000000000002), (32093, 1.0000000000000002), (66, 1.0000000000000002), (7062, 1.0000000000000002), (11239, 1.0000000000000002), (253, 1.0000000000000002), (9563, 1.0000000000000002), (3604, 1.0000000000000002), (11237, 1.0000000000000002)]"
13601,"[(23281, 1.0), (27411, 0.89442719099991586), (8100, 0.86602540378443871), (12053, 0.86602540378443871), (10624, 0.86602540378443871), (1351, 0.86602540378443871), (43, 0.81649658092772615), (4672, 0.81649658092772615), (2449, 0.7559289460184544), (21339, 0.75)]"
22789,"[(29787, 0.99999999999999978), (10521, 0.99999999999999978), (254, 0.99999999999999978), (3841, 0.99999999999999978), (6956, 0.99999999999999978), (31953, 0.99999999999999978), (4811, 0.99999999999999978), (18119, 0.99999999999999978), (255, 0.99999999999999978), (488, 0.99999999999999978)]"
30230,"[(24415, 1.0), (16894, 1.0), (11771, 1.0), (18689, 1.0), (4053, 1.0), (16916, 1.0), (22125, 1.0), (15487, 1.0), (5751, 1.0), (19669, 1.0)]"
18115,"[(14513, 0.99999999999999978), (31741, 0.99999999999999978), (22097, 0.99999999999999978), (8086, 0.99999999999999978), (21235, 0.99999999999999978), (7436, 0.99999999999999978), (7364, 0.99999999999999978), (9690, 0.99999999999999978), (25431, 0.99999999999999978), (2782, 0.99999999999999978)]"
11981,"[(9756, 1.0), (11979, 1.0), (11977, 1.0), (32153, 1.0), (21027, 0.86602540378443871), (31240, 0.75), (4715, 0.75), (12035, 0.75), (23283, 0.70710678118654746), (689, 0.70710678118654746)]"
11917,"[(7655, 1.0000000000000002), (9890, 1.0000000000000002), (6076, 1.0000000000000002), (263, 0.86602540378443871), (5258, 0.86602540378443871), (19647, 0.86602540378443871), (5028, 0.86602540378443871), (627, 0.86602540378443871), (558, 0.86602540378443871), (3226, 0.86602540378443871)]"
205,"[(161, 0.9128709291752769), (33185, 0.9128709291752769), (45, 0.83333333333333348), (32122, 0.83333333333333348), (10334, 0.83333333333333348), (9568, 0.83333333333333348), (2851, 0.83333333333333348), (2418, 0.81649658092772615), (1482, 0.81649658092772615), (27947, 0.81649658092772615)]"
32282,"[(28171, 1.0000000000000002), (31327, 1.0000000000000002), (6882, 0.86602540378443871), (30250, 0.86602540378443871), (24531, 0.86602540378443871), (10775, 0.81649658092772592), (26159, 0.81649658092772592), (2602, 0.7745966692414834), (32603, 0.7745966692414834), (28819, 0.7745966692414834)]"
6594,"[(2174, 0.89442719099991586), (5854, 0.79999999999999982), (4663, 0.79999999999999982), (5023, 0.79999999999999982), (4262, 0.79999999999999982), (33396, 0.79999999999999982), (30965, 0.79999999999999982), (34151, 0.79999999999999982), (1773, 0.7745966692414834), (5226, 0.7745966692414834)]"
11979,"[(9756, 1.0), (11981, 1.0), (11977, 1.0), (32153, 1.0), (21027, 0.86602540378443871), (31240, 0.75), (4715, 0.75), (12035, 0.75), (23283, 0.70710678118654746), (689, 0.70710678118654746)]"
7655,"[(11917, 1.0000000000000002), (9890, 1.0000000000000002), (6076, 1.0000000000000002), (263, 0.86602540378443871), (5258, 0.86602540378443871), (19647, 0.86602540378443871), (5028, 0.86602540378443871), (627, 0.86602540378443871), (558, 0.86602540378443871), (3226, 0.86602540378443871)]"
2246,"[(279, 0.77151674981045948), (1966, 0.77151674981045948), (30463, 0.7559289460184544), (24701, 0.71428571428571419), (21939, 0.71428571428571419), (457, 0.71428571428571419), (28957, 0.71428571428571419), (21329, 0.71428571428571419), (24687, 0.71428571428571419), (23317, 0.71428571428571419)]"
25835,"[(759, 0.99999999999999978), (3138, 0.99999999999999978), (2732, 0.99999999999999978), (289, 0.99999999999999978), (706, 0.99999999999999978), (707, 0.99999999999999978), (3512, 0.99999999999999978), (25169, 0.99999999999999978), (33692, 0.99999999999999978), (18457, 0.99999999999999978)]"
2921,"[(2402, 0.99999999999999978), (2922, 0.99999999999999978), (3887, 0.99999999999999978), (5834, 0.99999999999999978), (9693, 0.99999999999999978), (2740, 0.99999999999999978), (19973, 0.99999999999999978), (29834, 0.99999999999999978), (25299, 0.99999999999999978), (20143, 0.99999999999999978)]"
136,"[(11061, 1.0), (137, 1.0), (139, 1.0), (138, 1.0), (13271, 1.0), (10189, 1.0), (19951, 1.0), (27943, 1.0), (16754, 1.0), (13667, 0.89442719099991586)]"
30503,"[(20507, 1.0), (2889, 1.0), (2125, 1.0), (1052, 1.0), (25591, 1.0), (26055, 0.89442719099991586), (14719, 0.89442719099991586), (20899, 0.89442719099991586), (30347, 0.89442719099991586), (2126, 0.89442719099991586)]"
12531,"[(17020, 0.89442719099991586), (23273, 0.79999999999999982), (5504, 0.79999999999999982), (1727, 0.79999999999999982), (1142, 0.7745966692414834), (28725, 0.7745966692414834), (31988, 0.7745966692414834), (27989, 0.7745966692414834), (6351, 0.7745966692414834), (2129, 0.7745966692414834)]"
523,"[(10207, 1.0000000000000002), (2168, 1.0000000000000002), (15743, 1.0000000000000002), (30831, 0.86602540378443871), (5091, 0.86602540378443871), (4197, 0.86602540378443871), (2142, 0.86602540378443871), (1158, 0.86602540378443871), (2102, 0.86602540378443871), (1440, 0.86602540378443871)]"
467,"[(801, 0.92582009977255142), (10689, 0.9128709291752769), (10693, 0.9128709291752769), (9737, 0.9128709291752769), (43, 0.83333333333333348), (1566, 0.83333333333333348), (4672, 0.83333333333333348), (10090, 0.83333333333333348), (22677, 0.83333333333333348), (21339, 0.81649658092772615)]"
572,"[(2890, 0.99999999999999978), (2286, 0.99999999999999978), (2488, 0.99999999999999978), (4726, 0.99999999999999978), (1205, 0.99999999999999978), (5041, 0.99999999999999978), (4798, 0.99999999999999978), (4191, 0.99999999999999978), (2264, 0.99999999999999978), (3760, 0.99999999999999978)]"
19815,"[(33674, 1.0000000000000002), (30831, 0.81649658092772615), (4197, 0.81649658092772615), (1894, 0.81649658092772615), (2142, 0.81649658092772615), (17989, 0.81649658092772615), (495, 0.77151674981045948), (867, 0.73029674334022143), (8057, 0.73029674334022143), (5688, 0.73029674334022143)]"
2559,"[(2829, 1.0), (1663, 1.0), (2544, 1.0), (2577, 1.0), (3162, 1.0), (23581, 1.0), (33474, 1.0), (24681, 1.0), (25073, 1.0), (25069, 1.0)]"
392,"[(1559, 0.84515425472851646), (11813, 0.84515425472851646), (2903, 0.84515425472851646), (24029, 0.84515425472851646), (2335, 0.84515425472851646), (968, 0.84515425472851646), (4031, 0.84515425472851646), (6964, 0.84515425472851646), (4211, 0.84515425472851646), (903, 0.80178372573727308)]"
486,"[(25867, 0.86602540378443871), (4087, 0.81649658092772592), (3199, 0.81649658092772592), (2144, 0.81649658092772592), (13185, 0.81649658092772592), (4511, 0.81649658092772592), (4252, 0.81649658092772592), (5871, 0.81649658092772592), (5838, 0.81649658092772592), (30134, 0.81649658092772592)]"
11771,"[(24415, 1.0), (16894, 1.0), (30230, 1.0), (18689, 1.0), (4053, 1.0), (16916, 1.0), (22125, 1.0), (15487, 1.0), (5751, 1.0), (19669, 1.0)]"
1698,"[(4477, 0.9128709291752769), (322, 0.9128709291752769), (644, 0.9128709291752769), (6187, 0.9128709291752769), (877, 0.83333333333333348), (1869, 0.83333333333333348), (5690, 0.81649658092772615), (1453, 0.81649658092772615), (16, 0.81649658092772615), (18245, 0.81649658092772615)]"
5341,"[(2966, 1.0), (3501, 1.0), (4513, 1.0), (14833, 0.89442719099991586), (6007, 0.86602540378443871), (9760, 0.86602540378443871), (2543, 0.86602540378443871), (20673, 0.86602540378443871), (2334, 0.86602540378443871), (3809, 0.86602540378443871)]"
25781,"[(18055, 1.0), (15613, 1.0), (3359, 0.89442719099991586), (13993, 0.89442719099991586), (6787, 0.89442719099991586), (10087, 0.86602540378443871), (19703, 0.86602540378443871), (25015, 0.86602540378443871), (1815, 0.86602540378443871), (13183, 0.86602540378443871)]"
10863,"[(9253, 0.99999999999999978), (11577, 0.99999999999999978), (32188, 0.99999999999999978), (30484, 0.99999999999999978), (27387, 0.81649658092772592), (7598, 0.81649658092772592), (12723, 0.81649658092772592), (13429, 0.70710678118654746), (3268, 0.70710678118654746), (6610, 0.70710678118654746)]"
28701,"[(22297, 0.99999999999999978), (27821, 0.99999999999999978), (31389, 0.99999999999999978), (207, 0.9128709291752769), (7559, 0.9128709291752769), (12565, 0.9128709291752769), (6922, 0.89442719099991586), (2113, 0.89442719099991586), (10647, 0.89442719099991586), (32105, 0.89442719099991586)]"
5420,"[(3003, 0.99999999999999978), (6937, 0.99999999999999978), (19909, 0.99999999999999978), (33352, 0.99999999999999978), (20715, 0.99999999999999978), (16067, 0.81649658092772592), (5678, 0.81649658092772592), (597, 0.81649658092772592), (1379, 0.81649658092772592), (2175, 0.81649658092772592)]"
9260,"[(31757, 0.86602540378443871), (5081, 0.86602540378443871), (7724, 0.86602540378443871), (10083, 0.86602540378443871), (28929, 0.86602540378443871), (31758, 0.86602540378443871), (6864, 0.81649658092772592), (11531, 0.81649658092772592), (10798, 0.81649658092772592), (17074, 0.7745966692414834)]"
32,"[(30, 0.9128709291752769), (1690, 0.89442719099991586), (31, 0.89442719099991586), (12877, 0.89442719099991586), (1832, 0.79999999999999982), (2235, 0.7745966692414834), (559, 0.7745966692414834), (17959, 0.7745966692414834), (339, 0.73029674334022143), (593, 0.73029674334022143)]"
4224,"[(21405, 1.0), (24913, 1.0), (23701, 1.0), (11235, 1.0), (20541, 1.0), (8676, 1.0), (11553, 1.0), (6098, 1.0), (3159, 1.0), (1198, 1.0)]"
2236,"[(237, 0.89442719099991586), (1140, 0.89442719099991586), (13731, 0.89442719099991586), (5293, 0.89442719099991586), (302, 0.86602540378443871), (27775, 0.86602540378443871), (19117, 0.86602540378443871), (609, 0.86602540378443871), (7308, 0.86602540378443871), (358, 0.86602540378443871)]"
2685,"[(807, 0.9128709291752769), (969, 0.86602540378443871), (4155, 0.83333333333333348), (12859, 0.83333333333333348), (1033, 0.83333333333333348), (31490, 0.83333333333333348), (28249, 0.83333333333333348), (33338, 0.83333333333333348), (20853, 0.83333333333333348), (24231, 0.83333333333333348)]"
31181,"[(11597, 1.0000000000000002), (28025, 1.0000000000000002), (21855, 1.0000000000000002), (32268, 1.0000000000000002), (22053, 0.86602540378443871), (28929, 0.86602540378443871), (188, 0.86602540378443871), (6864, 0.81649658092772592), (11531, 0.81649658092772592), (12187, 0.81649658092772592)]"
45,"[(10334, 1.0000000000000002), (205, 0.83333333333333348), (2418, 0.81649658092772615), (12067, 0.81649658092772615), (30173, 0.81649658092772615), (7808, 0.81649658092772615), (33032, 0.77151674981045948), (416, 0.77151674981045948), (31339, 0.77151674981045948), (67, 0.77151674981045948)]"
2418,"[(14617, 0.89442719099991586), (5023, 0.89442719099991586), (4151, 0.89442719099991586), (33348, 0.89442719099991586), (30965, 0.89442719099991586), (13709, 0.86602540378443871), (10483, 0.86602540378443871), (4970, 0.86602540378443871), (1292, 0.86602540378443871), (5226, 0.86602540378443871)]"
1365,"[(2514, 1.0), (235, 0.89442719099991586), (1364, 0.89442719099991586), (1367, 0.89442719099991586), (1506, 0.89442719099991586), (781, 0.89442719099991586), (1363, 0.89442719099991586), (9963, 0.89442719099991586), (6438, 0.89442719099991586), (780, 0.89442719099991586)]"
22297,"[(28701, 0.99999999999999978), (27821, 0.99999999999999978), (31389, 0.99999999999999978), (207, 0.9128709291752769), (7559, 0.9128709291752769), (12565, 0.9128709291752769), (6922, 0.89442719099991586), (2113, 0.89442719099991586), (10647, 0.89442719099991586), (32105, 0.89442719099991586)]"
627,"[(263, 1.0), (5258, 1.0), (19647, 1.0), (558, 1.0), (3226, 1.0), (24277, 1.0), (12069, 1.0), (18179, 1.0), (30413, 1.0), (18177, 1.0)]"
10937,"[(5755, 1.0000000000000002), (80, 0.9128709291752769), (2002, 0.9128709291752769), (2269, 0.9128709291752769), (3079, 0.9128709291752769), (888, 0.9128709291752769), (184, 0.9128709291752769), (887, 0.9128709291752769), (864, 0.9128709291752769), (2516, 0.9128709291752769)]"
23755,"[(31722, 1.0000000000000002), (30347, 0.9128709291752769), (3588, 0.83333333333333348), (6050, 0.83333333333333348), (207, 0.83333333333333348), (15133, 0.83333333333333348), (30503, 0.81649658092772615), (20507, 0.81649658092772615), (8311, 0.81649658092772615), (6444, 0.81649658092772615)]"
4081,"[(32983, 0.99999999999999978), (11665, 0.99999999999999978), (10379, 0.99999999999999978), (5300, 0.99999999999999978), (20651, 0.99999999999999978), (18849, 0.99999999999999978), (4181, 0.79999999999999982), (1524, 0.79999999999999982), (13993, 0.79999999999999982), (6787, 0.79999999999999982)]"
4155,"[(12859, 1.0000000000000002), (31490, 1.0000000000000002), (33338, 1.0000000000000002), (1132, 1.0000000000000002), (21, 0.92582009977255142), (19123, 0.92582009977255142), (15323, 0.92582009977255142), (31289, 0.92582009977255142), (10033, 0.9128709291752769), (874, 0.9128709291752769)]"
1889,"[(1535, 0.89442719099991586), (934, 0.89442719099991586), (2994, 0.89442719099991586), (3652, 0.89442719099991586), (3713, 0.86602540378443871), (2781, 0.86602540378443871), (10620, 0.81649658092772615), (323, 0.81649658092772615), (12503, 0.7559289460184544), (31043, 0.75)]"
137,"[(11061, 1.0), (136, 1.0), (139, 1.0), (138, 1.0), (13271, 1.0), (10189, 1.0), (19951, 1.0), (27943, 1.0), (16754, 1.0), (13667, 0.89442719099991586)]"
139,"[(11061, 1.0), (136, 1.0), (137, 1.0), (138, 1.0), (13271, 1.0), (10189, 1.0), (19951, 1.0), (27943, 1.0), (16754, 1.0), (13667, 0.89442719099991586)]"
23317,"[(22145, 0.92582009977255142), (4898, 0.85714285714285698), (31812, 0.85714285714285698), (2985, 0.84515425472851646), (16890, 0.80178372573727308), (6707, 0.77151674981045948), (1907, 0.77151674981045948), (1337, 0.77151674981045948), (31098, 0.7559289460184544), (451, 0.7559289460184544)]"
558,"[(263, 1.0), (5258, 1.0), (19647, 1.0), (627, 1.0), (3226, 1.0), (24277, 1.0), (12069, 1.0), (18179, 1.0), (30413, 1.0), (18177, 1.0)]"
5040,"[(22135, 1.0000000000000002), (22831, 0.81649658092772592), (19515, 0.81649658092772592), (22507, 0.66666666666666674), (28881, 0.66666666666666674), (30952, 0.66666666666666674), (7661, 0.66666666666666674), (3111, 0.66666666666666674), (31588, 0.66666666666666674), (1209, 0.66666666666666674)]"
57,"[(245, 0.79999999999999982), (2454, 0.79999999999999982), (5865, 0.79999999999999982), (776, 0.79999999999999982), (9617, 0.7745966692414834), (4772, 0.7745966692414834), (29831, 0.7745966692414834), (14175, 0.7745966692414834), (29830, 0.7745966692414834), (29829, 0.7745966692414834)]"
33,"[(32379, 0.99999999999999978), (12115, 0.94868329805051377), (12113, 0.94868329805051377), (34055, 0.8999999999999998), (10218, 0.83666002653407556), (1225, 0.7745966692414834), (226, 0.71713716560063612), (11837, 0.71713716560063612), (3178, 0.71713716560063612), (6773, 0.70710678118654746)]"
5,"[(17269, 0.89442719099991586), (3602, 0.89442719099991586), (1156, 0.89442719099991586), (12029, 0.79999999999999982), (3016, 0.79999999999999982), (33051, 0.79999999999999982), (2158, 0.79999999999999982), (31251, 0.79999999999999982), (23249, 0.79999999999999982), (1034, 0.79999999999999982)]"
1842,"[(25755, 1.0000000000000002), (30790, 1.0000000000000002), (292, 1.0000000000000002), (33499, 1.0000000000000002), (33498, 1.0000000000000002), (263, 0.86602540378443871), (5258, 0.86602540378443871), (19647, 0.86602540378443871), (627, 0.86602540378443871), (558, 0.86602540378443871)]"
6336,"[(2581, 1.0000000000000002), (3927, 1.0000000000000002), (31973, 1.0000000000000002), (2273, 1.0000000000000002), (33221, 1.0000000000000002), (90, 1.0000000000000002), (91, 1.0000000000000002), (2582, 1.0000000000000002), (1091, 1.0000000000000002), (32792, 1.0000000000000002)]"
20651,"[(32983, 0.99999999999999978), (11665, 0.99999999999999978), (10379, 0.99999999999999978), (5300, 0.99999999999999978), (4081, 0.99999999999999978), (18849, 0.99999999999999978), (4181, 0.79999999999999982), (1524, 0.79999999999999982), (13993, 0.79999999999999982), (6787, 0.79999999999999982)]"
1210,"[(15045, 0.89442719099991586), (587, 0.86602540378443871), (2460, 0.86602540378443871), (710, 0.86602540378443871), (1847, 0.86602540378443871), (2459, 0.86602540378443871), (3483, 0.86602540378443871), (524, 0.86602540378443871), (3484, 0.86602540378443871), (3266, 0.86602540378443871)]"
338,"[(1946, 0.99999999999999978), (7861, 0.9128709291752769), (959, 0.89442719099991586), (960, 0.89442719099991586), (633, 0.89442719099991586), (2333, 0.89442719099991586), (2542, 0.89442719099991586), (3868, 0.89442719099991586), (3807, 0.89442719099991586), (1032, 0.89442719099991586)]"
13759,"[(14741, 0.99999999999999978), (18671, 0.99999999999999978), (27601, 0.99999999999999978), (19021, 0.99999999999999978), (509, 0.99999999999999978), (18195, 0.9128709291752769), (2167, 0.9128709291752769), (16001, 0.9128709291752769), (11739, 0.9128709291752769), (11887, 0.9128709291752769)]"
6547,"[(9062, 0.89442719099991586), (14669, 0.79999999999999982), (13655, 0.79999999999999982), (12505, 0.79999999999999982), (10578, 0.79999999999999982), (31716, 0.79999999999999982), (2023, 0.79999999999999982), (2780, 0.79999999999999982), (72, 0.7745966692414834), (8408, 0.7745966692414834)]"
5081,"[(17074, 0.89442719099991586), (9260, 0.86602540378443871), (6948, 0.86602540378443871), (4752, 0.81649658092772615), (3457, 0.81649658092772615), (169, 0.7559289460184544), (31757, 0.75), (4789, 0.75), (7724, 0.75), (10083, 0.75)]"
32867,"[(33071, 1.0000000000000002), (31043, 0.86602540378443871), (14807, 0.86602540378443871), (22763, 0.86602540378443871), (4879, 0.86602540378443871), (6736, 0.86602540378443871), (6864, 0.81649658092772592), (11531, 0.81649658092772592), (364, 0.81649658092772592), (10798, 0.81649658092772592)]"
